Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
1095,31,Male,Engineering,3.51,8,Manager,132890.81,No,715,98,Employer,Finance Manager,237134.73,Domestic,Networking,On-Campus,Yes,104243.92000000001,0.258065
1096,27,Male,Engineering,3.16,4,Entrepreneur,73327.15,Yes,405,122,Loan,Executive,168328.78,International,Entrepreneurship,Online,Yes,95001.63,0.148148
1097,25,Other,Business,4.0,5,Analyst,46010.25,No,553,13,Loan,Finance Manager,100085.22,Domestic,Career Growth,On-Campus,No,54074.97,0.2
1098,22,Male,Arts,3.38,4,Analyst,50410.8,No,774,134,Scholarship,Executive,54004.81,International,Skill Enhancement,Online,Yes,3594.0099999999948,0.181818
1099,29,Male,Economics,2.73,3,Consultant,104288.8,Yes,478,232,Loan,Startup Founder,118789.93,International,Entrepreneurship,On-Campus,No,14501.12999999999,0.103448
1100,22,Female,Engineering,3.03,7,Analyst,61998.3,No,611,408,Employer,Marketing Director,141792.15,Domestic,Career Growth,Online,No,79793.84999999999,0.318182
1101,23,Male,Engineering,2.24,1,Entrepreneur,123624.45,Yes,340,4,Employer,Consultant,170386.49,International,Entrepreneurship,On-Campus,Yes,46762.03999999999,0.043478
1102,38,Male,Arts,3.71,2,Manager,115436.24,Yes,654,297,Employer,Executive,103091.27,Domestic,Entrepreneurship,On-Campus,No,-12344.970000000001,0.052632
1103,34,Male,Business,3.6,5,Consultant,28151.22,Yes,548,298,Self-funded,Consultant,194049.97,International,Career Growth,On-Campus,Yes,165898.75,0.147059
1104,36,Male,Economics,2.33,8,Consultant,54770.94,No,308,248,Self-funded,Marketing Director,86416.87,International,Career Growth,On-Campus,No,31645.929999999993,0.222222
1105,37,Male,Engineering,2.43,6,Engineer,77903.22,Yes,687,37,Employer,Finance Manager,79419.4,Domestic,Career Growth,Online,No,1516.179999999993,0.162162
1106,22,Female,Engineering,2.0,0,Engineer,63869.36,Yes,416,32,Loan,Marketing Director,136740.82,Domestic,Networking,Online,Yes,72871.46,0.0
1107,29,Female,Business,4.0,8,Manager,62836.79,No,585,320,Scholarship,Marketing Director,79118.45,Domestic,Networking,On-Campus,Yes,16281.659999999996,0.275862
1108,28,Male,Arts,2.49,2,Manager,82656.33,No,559,177,Scholarship,Startup Founder,86423.63,International,Skill Enhancement,Online,Yes,3767.300000000003,0.071429
1109,24,Male,Science,2.58,0,Consultant,37016.81,No,625,182,Self-funded,Executive,151899.03,International,Entrepreneurship,Online,No,114882.22,0.0
1110,22,Male,Arts,2.64,6,Entrepreneur,94136.36,No,576,375,Scholarship,Marketing Director,137831.72,International,Entrepreneurship,On-Campus,Yes,43695.36,0.272727
1111,31,Female,Engineering,2.91,2,Entrepreneur,43034.82,No,460,197,Employer,Executive,108279.71,International,Career Growth,Online,No,65244.89000000001,0.064516
1112,24,Male,Engineering,3.23,4,Engineer,28188.02,Yes,298,250,Self-funded,Executive,132038.13,Domestic,Skill Enhancement,On-Campus,Yes,103850.11,0.166667
1113,22,Male,Economics,3.39,1,Manager,87841.74,Yes,462,127,Loan,Marketing Director,109998.14,International,Entrepreneurship,Online,No,22156.399999999994,0.045455
1114,32,Female,Arts,2.34,2,Manager,121109.78,No,782,241,Loan,Consultant,152298.28,International,Networking,Online,Yes,31188.5,0.0625
1115,30,Male,Science,3.42,0,Entrepreneur,67966.59,No,440,412,Scholarship,Marketing Director,105305.8,International,Networking,Online,No,37339.21000000001,0.0
1116,27,Male,Economics,2.91,2,Engineer,117986.41,Yes,616,124,Self-funded,Startup Founder,160514.52,Domestic,Networking,On-Campus,Yes,42528.109999999986,0.074074
1117,25,Male,Science,4.0,0,Entrepreneur,93295.56,No,614,281,Self-funded,Finance Manager,94718.72,International,Networking,On-Campus,Yes,1423.1600000000035,0.0
1118,23,Female,Economics,2.61,10,Entrepreneur,50442.2,No,800,424,Self-funded,Finance Manager,80960.32,Domestic,Entrepreneurship,Online,Yes,30518.12000000001,0.434783
1119,25,Female,Arts,2.11,3,Consultant,87661.32,Yes,301,441,Self-funded,Startup Founder,147636.36,Domestic,Career Growth,On-Campus,No,59975.03999999998,0.12
1120,23,Female,Engineering,2.99,2,Manager,105808.31,Yes,592,242,Scholarship,Marketing Director,81502.18,Domestic,Career Growth,On-Campus,No,-24306.130000000005,0.086957
1121,33,Male,Science,2.41,7,Consultant,77018.26,Yes,800,149,Self-funded,Marketing Director,76524.69,Domestic,Skill Enhancement,Online,Yes,-493.56999999999243,0.212121
1122,38,Female,Arts,2.0,2,Consultant,86626.13,No,439,246,Employer,Marketing Director,179097.67,Domestic,Career Growth,On-Campus,Yes,92471.54000000001,0.052632
1123,35,Other,Science,3.31,5,Entrepreneur,124949.92,No,658,97,Self-funded,Consultant,82890.74,International,Networking,On-Campus,Yes,-42059.17999999999,0.142857
1124,31,Other,Arts,3.55,9,Engineer,87539.99,Yes,743,409,Self-funded,Finance Manager,101207.43,Domestic,Skill Enhancement,Online,No,13667.439999999988,0.290323
1125,22,Male,Economics,2.64,1,Entrepreneur,72974.37,No,590,447,Self-funded,Consultant,111178.6,International,Skill Enhancement,Online,Yes,38204.23000000001,0.045455
1126,33,Female,Arts,3.5,7,Engineer,107368.64,No,396,94,Loan,Executive,120572.54,International,Skill Enhancement,On-Campus,Yes,13203.899999999994,0.212121
1127,22,Male,Economics,3.29,1,Manager,49831.29,Yes,706,64,Loan,Executive,58757.09,Domestic,Entrepreneurship,On-Campus,No,8925.799999999996,0.045455
1128,28,Male,Engineering,3.19,0,Analyst,102941.83,No,260,357,Self-funded,Startup Founder,107012.65,Domestic,Entrepreneurship,Online,Yes,4070.8199999999924,0.0
1129,23,Female,Economics,3.16,6,Manager,50417.19,No,559,336,Employer,Consultant,118891.18,International,Skill Enhancement,On-Campus,No,68473.98999999999,0.26087
1130,27,Male,Business,3.56,9,Entrepreneur,99200.9,No,800,6,Loan,Marketing Director,164609.07,International,Skill Enhancement,Online,Yes,65408.17000000001,0.333333
1131,24,Female,Engineering,2.53,3,Engineer,122265.31,No,351,218,Scholarship,Marketing Director,191570.79,Domestic,Entrepreneurship,On-Campus,Yes,69305.48000000001,0.125
1132,28,Male,Arts,2.43,5,Analyst,102983.68,Yes,333,383,Self-funded,Consultant,86279.13,International,Entrepreneurship,On-Campus,Yes,-16704.54999999999,0.178571
1133,28,Female,Arts,2.78,5,Engineer,88302.49,Yes,272,255,Employer,Marketing Director,63276.02,Domestic,Networking,Online,No,-25026.47000000001,0.178571
1134,22,Female,Business,2.99,3,Engineer,64787.5,No,800,485,Employer,Marketing Director,100443.58,International,Career Growth,Online,No,35656.08,0.136364
1135,25,Female,Arts,3.59,1,Analyst,64681.38,No,271,129,Scholarship,Consultant,122575.31,International,Career Growth,Online,Yes,57893.93,0.04
1136,22,Male,Engineering,2.55,3,Analyst,26618.63,No,510,264,Scholarship,Executive,68952.18,Domestic,Entrepreneurship,On-Campus,Yes,42333.54999999999,0.136364
1137,24,Male,Engineering,2.24,8,Manager,125348.56,Yes,534,359,Employer,Consultant,172730.15,Domestic,Networking,Online,Yes,47381.59,0.333333
1138,27,Female,Economics,2.7,9,Consultant,45756.12,Yes,727,46,Loan,Finance Manager,103298.57,International,Skill Enhancement,On-Campus,No,57542.450000000004,0.333333
1139,27,Male,Science,2.52,7,Analyst,85400.98,No,800,342,Loan,Finance Manager,146618.42,Domestic,Entrepreneurship,Online,Yes,61217.44000000002,0.259259
1140,22,Other,Arts,3.8,3,Consultant,87508.06,No,542,235,Employer,Finance Manager,129385.99,International,Networking,On-Campus,Yes,41877.93000000001,0.136364
1141,35,Female,Business,3.1,4,Consultant,53177.75,No,387,147,Loan,Startup Founder,163415.31,Domestic,Networking,On-Campus,Yes,110237.56,0.114286
1142,22,Male,Engineering,3.72,2,Consultant,79217.63,No,285,524,Self-funded,Startup Founder,80755.67,Domestic,Skill Enhancement,Online,No,1538.0399999999936,0.090909
1143,31,Male,Engineering,2.67,3,Consultant,65998.72,Yes,800,128,Scholarship,Executive,75222.2,Domestic,Career Growth,Online,Yes,9223.479999999996,0.096774
1144,29,Male,Engineering,3.99,2,Analyst,74960.16,No,405,132,Scholarship,Consultant,182025.19,Domestic,Career Growth,On-Campus,Yes,107065.03,0.068966
1145,23,Female,Science,3.59,1,Engineer,54787.02,Yes,800,15,Loan,Executive,74770.36,Domestic,Skill Enhancement,Online,No,19983.340000000004,0.043478
1146,28,Male,Science,3.45,0,Analyst,78368.18,No,609,372,Loan,Finance Manager,90440.49,International,Entrepreneurship,Online,No,12072.310000000012,0.0
1147,26,Male,Arts,3.71,7,Analyst,70156.69,Yes,757,172,Self-funded,Finance Manager,125430.42,International,Skill Enhancement,Online,Yes,55273.729999999996,0.269231
1148,31,Male,Business,2.93,0,Entrepreneur,86897.3,No,358,435,Self-funded,Startup Founder,139909.38,Domestic,Networking,Online,Yes,53012.08,0.0
1149,24,Female,Science,4.0,3,Entrepreneur,36335.87,Yes,746,294,Employer,Finance Manager,118338.72,International,Entrepreneurship,Online,No,82002.85,0.125
1150,34,Male,Economics,3.92,4,Manager,58796.7,No,260,103,Loan,Startup Founder,133947.32,International,Networking,On-Campus,Yes,75150.62000000001,0.117647
1151,29,Male,Science,3.6,8,Consultant,109305.93,No,588,181,Loan,Executive,76382.14,Domestic,Entrepreneurship,Online,Yes,-32923.78999999999,0.275862
1152,34,Female,Engineering,3.32,3,Consultant,42089.55,No,485,271,Loan,Consultant,114751.01,Domestic,Networking,Online,Yes,72661.45999999999,0.088235
1153,34,Female,Business,3.47,6,Entrepreneur,88717.8,Yes,474,402,Scholarship,Consultant,81062.82,International,Entrepreneurship,Online,Yes,-7654.979999999996,0.176471
1154,27,Female,Arts,3.04,6,Engineer,72504.1,Yes,539,217,Self-funded,Consultant,110335.74,International,Networking,On-Campus,No,37831.64,0.222222
1155,25,Male,Science,2.69,4,Manager,82969.36,Yes,459,365,Scholarship,Consultant,106510.27,Domestic,Skill Enhancement,Online,Yes,23540.910000000003,0.16
1156,31,Male,Engineering,2.61,8,Engineer,102298.41,No,290,247,Loan,Marketing Director,96552.26,Domestic,Career Growth,Online,No,-5746.150000000009,0.258065
1157,22,Female,Economics,4.0,9,Entrepreneur,97217.58,Yes,260,202,Employer,Executive,219916.72,Domestic,Networking,On-Campus,Yes,122699.14,0.409091
1158,27,Male,Economics,2.0,6,Engineer,98343.91,No,405,394,Self-funded,Startup Founder,65775.42,International,Networking,Online,Yes,-32568.490000000005,0.222222
1159,28,Female,Arts,3.28,2,Consultant,48003.78,Yes,761,372,Loan,Executive,93556.83,International,Networking,Online,Yes,45553.05,0.071429
1160,22,Female,Arts,2.83,3,Entrepreneur,64727.11,No,600,264,Scholarship,Executive,168935.66,International,Skill Enhancement,On-Campus,Yes,104208.55,0.136364
1161,28,Male,Science,2.63,4,Engineer,77963.31,Yes,354,48,Self-funded,Marketing Director,199387.76,Domestic,Networking,Online,Yes,121424.45000000001,0.142857
1162,23,Female,Arts,3.64,4,Manager,97668.48,No,789,266,Self-funded,Marketing Director,132496.3,Domestic,Career Growth,On-Campus,Yes,34827.81999999999,0.173913
1163,25,Other,Engineering,3.96,5,Manager,105877.27,No,380,220,Loan,Consultant,221019.63,Domestic,Entrepreneurship,On-Campus,Yes,115142.36,0.2
1164,25,Male,Engineering,3.37,1,Analyst,84961.26,Yes,328,292,Employer,Consultant,132454.19,Domestic,Skill Enhancement,On-Campus,No,47492.93000000001,0.04
1165,30,Female,Engineering,2.46,5,Entrepreneur,122920.55,No,435,75,Loan,Finance Manager,70663.25,Domestic,Career Growth,On-Campus,No,-52257.3,0.166667
1166,33,Male,Science,2.97,0,Entrepreneur,43450.11,No,397,332,Scholarship,Finance Manager,128060.58,Domestic,Networking,On-Campus,No,84610.47,0.0
1167,37,Male,Science,2.57,8,Entrepreneur,38278.19,No,438,458,Scholarship,Marketing Director,85698.96,International,Entrepreneurship,On-Campus,Yes,47420.770000000004,0.216216
1168,34,Male,Arts,2.55,0,Consultant,85410.29,No,517,427,Scholarship,Consultant,106227.44,International,Career Growth,On-Campus,No,20817.15000000001,0.0
1169,28,Female,Science,2.2,8,Consultant,111041.12,Yes,649,65,Employer,Startup Founder,96963.93,Domestic,Skill Enhancement,On-Campus,No,-14077.190000000002,0.285714
1170,26,Other,Engineering,2.83,2,Entrepreneur,37466.05,No,742,428,Self-funded,Marketing Director,135821.87,Domestic,Entrepreneurship,Online,Yes,98355.81999999999,0.076923
1171,27,Female,Business,2.78,8,Engineer,91488.99,No,414,166,Loan,Finance Manager,131399.27,International,Career Growth,On-Campus,Yes,39910.279999999984,0.296296
1172,33,Male,Engineering,3.46,2,Consultant,64629.23,Yes,406,435,Self-funded,Executive,105984.33,International,Skill Enhancement,Online,No,41355.1,0.060606
1173,28,Female,Business,2.87,0,Entrepreneur,63241.38,No,587,392,Self-funded,Startup Founder,108990.75,Domestic,Career Growth,On-Campus,Yes,45749.37,0.0
1174,22,Male,Arts,2.97,5,Consultant,62337.7,Yes,380,274,Self-funded,Startup Founder,82474.09,Domestic,Career Growth,On-Campus,Yes,20136.39,0.227273
1175,23,Female,Economics,2.28,2,Analyst,27421.91,Yes,396,493,Self-funded,Marketing Director,108540.2,Domestic,Career Growth,On-Campus,No,81118.29,0.086957
1176,28,Male,Science,4.0,7,Manager,66042.28,No,555,7,Employer,Finance Manager,205910.46,International,Entrepreneurship,Online,Yes,139868.18,0.25
1177,27,Male,Science,3.08,0,Analyst,37569.18,No,506,520,Scholarship,Startup Founder,229542.0,Domestic,Skill Enhancement,On-Campus,Yes,191972.82,0.0
1178,22,Male,Engineering,2.25,3,Entrepreneur,59613.72,Yes,260,237,Scholarship,Executive,226199.58,International,Entrepreneurship,Online,Yes,166585.86,0.136364
1179,30,Female,Engineering,3.17,7,Manager,67514.26,No,713,273,Employer,Consultant,131970.24,International,Entrepreneurship,Online,No,64455.979999999996,0.233333
1180,26,Male,Business,3.39,0,Engineer,44963.1,Yes,800,314,Employer,Marketing Director,116172.52,Domestic,Entrepreneurship,On-Campus,No,71209.42000000001,0.0
1181,25,Female,Science,3.71,0,Entrepreneur,74158.01,No,650,197,Loan,Finance Manager,64667.01,Domestic,Entrepreneurship,Online,Yes,-9490.999999999993,0.0
1182,22,Male,Arts,3.68,1,Engineer,30405.97,No,328,271,Employer,Finance Manager,233111.78,Domestic,Entrepreneurship,Online,Yes,202705.81,0.045455
1183,33,Male,Engineering,2.41,5,Engineer,31983.14,No,374,156,Loan,Startup Founder,184871.72,Domestic,Entrepreneurship,Online,No,152888.58000000002,0.151515
1184,35,Male,Science,3.38,7,Consultant,100212.8,Yes,379,59,Loan,Marketing Director,151433.75,Domestic,Entrepreneurship,On-Campus,Yes,51220.95,0.2
1185,22,Female,Economics,3.65,3,Consultant,63331.7,No,608,392,Employer,Consultant,156423.29,International,Skill Enhancement,On-Campus,Yes,93091.59000000001,0.136364
1186,29,Female,Business,3.45,2,Manager,60240.71,No,276,224,Scholarship,Consultant,125218.92,International,Networking,On-Campus,Yes,64978.21,0.068966
1187,27,Male,Engineering,3.48,9,Manager,53468.82,No,423,134,Employer,Finance Manager,178427.49,Domestic,Skill Enhancement,On-Campus,Yes,124958.66999999998,0.333333
1188,22,Male,Engineering,2.64,6,Consultant,52101.38,No,635,271,Self-funded,Finance Manager,165556.43,Domestic,Networking,Online,Yes,113455.04999999999,0.272727
1189,31,Male,Arts,2.37,2,Manager,36122.63,No,610,263,Self-funded,Consultant,132449.53,International,Networking,On-Campus,Yes,96326.9,0.064516
1190,29,Female,Engineering,3.84,7,Analyst,122547.3,Yes,481,70,Self-funded,Executive,135170.33,Domestic,Career Growth,Online,Yes,12623.029999999984,0.241379
1191,22,Male,Science,3.32,1,Entrepreneur,37268.41,No,364,261,Loan,Finance Manager,193018.51,Domestic,Skill Enhancement,On-Campus,Yes,155750.1,0.045455
1192,23,Female,Science,2.0,7,Analyst,57471.85,Yes,273,416,Loan,Marketing Director,126131.63,International,Career Growth,On-Campus,Yes,68659.78,0.304348
1193,32,Female,Science,2.55,3,Entrepreneur,57448.08,Yes,688,139,Self-funded,Startup Founder,212200.09,Domestic,Skill Enhancement,On-Campus,Yes,154752.01,0.09375
1194,30,Male,Economics,3.81,8,Consultant,72968.89,No,353,199,Self-funded,Finance Manager,110796.84,Domestic,Career Growth,Online,No,37827.95,0.266667
1195,22,Male,Economics,2.0,0,Analyst,107337.04,Yes,638,17,Employer,Executive,75035.87,International,Entrepreneurship,On-Campus,Yes,-32301.17,0.0
1196,34,Female,Engineering,2.0,7,Engineer,85319.11,Yes,800,152,Employer,Startup Founder,146571.27,Domestic,Networking,Online,No,61252.15999999999,0.205882
1197,31,Female,Economics,2.73,8,Analyst,79239.01,No,503,236,Employer,Executive,138817.5,Domestic,Career Growth,On-Campus,No,59578.490000000005,0.258065
1198,34,Male,Economics,3.7,1,Manager,45012.04,No,578,453,Employer,Executive,63039.79,International,Networking,On-Campus,Yes,18027.75,0.029412
1199,24,Male,Arts,3.79,7,Analyst,120909.77,No,260,381,Loan,Startup Founder,154320.77,Domestic,Entrepreneurship,On-Campus,No,33410.999999999985,0.291667
1200,29,Male,Economics,3.31,2,Consultant,88551.79,No,800,504,Scholarship,Finance Manager,101800.92,International,Entrepreneurship,Online,No,13249.130000000005,0.068966
1201,34,Male,Business,2.94,0,Consultant,56706.96,Yes,322,74,Employer,Consultant,104723.44,Domestic,Entrepreneurship,On-Campus,Yes,48016.48,0.0
1202,22,Male,Business,2.6,1,Manager,70414.92,No,712,234,Loan,Startup Founder,59161.51,International,Entrepreneurship,On-Campus,No,-11253.409999999996,0.045455
1203,22,Male,Business,2.54,6,Entrepreneur,56873.4,No,325,85,Loan,Startup Founder,160250.12,Domestic,Networking,On-Campus,No,103376.72,0.272727
1204,28,Female,Engineering,3.82,2,Manager,53482.26,Yes,453,114,Employer,Consultant,129399.98,Domestic,Career Growth,Online,Yes,75917.72,0.071429
1205,25,Male,Science,2.39,7,Entrepreneur,65975.0,No,599,333,Self-funded,Startup Founder,163840.82,Domestic,Entrepreneurship,Online,Yes,97865.82,0.28
1206,25,Male,Arts,3.22,1,Consultant,44259.96,Yes,661,221,Self-funded,Marketing Director,81388.18,Domestic,Networking,Online,Yes,37128.219999999994,0.04
1207,24,Male,Engineering,3.45,8,Consultant,84825.77,Yes,451,222,Self-funded,Finance Manager,163522.15,Domestic,Networking,On-Campus,No,78696.37999999999,0.333333
1208,23,Female,Science,2.09,4,Entrepreneur,134894.87,Yes,681,12,Loan,Consultant,174175.52,Domestic,Career Growth,Online,Yes,39280.649999999994,0.173913
1209,22,Female,Arts,2.75,4,Analyst,83718.09,No,584,421,Self-funded,Finance Manager,132454.65,Domestic,Career Growth,Online,No,48736.56,0.181818
1210,27,Male,Arts,3.09,2,Analyst,108702.19,Yes,514,138,Loan,Consultant,94111.16,Domestic,Networking,On-Campus,No,-14591.029999999999,0.074074
1211,22,Male,Arts,3.23,0,Manager,145197.7,No,394,149,Scholarship,Startup Founder,112228.01,Domestic,Entrepreneurship,On-Campus,Yes,-32969.69000000002,0.0
1212,31,Other,Business,2.57,7,Consultant,38811.78,No,355,393,Employer,Startup Founder,222129.34,International,Skill Enhancement,Online,Yes,183317.56,0.225806
1213,22,Male,Business,2.67,8,Analyst,138653.06,Yes,534,494,Loan,Finance Manager,179947.8,Domestic,Networking,On-Campus,Yes,41294.73999999999,0.363636
1214,32,Male,Business,2.85,1,Consultant,69991.2,Yes,566,163,Self-funded,Executive,180217.53,International,Skill Enhancement,On-Campus,Yes,110226.33,0.03125
1215,35,Male,Arts,4.0,1,Manager,99150.16,Yes,666,74,Employer,Marketing Director,141193.32,International,Networking,Online,No,42043.16,0.028571
